text,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_label_short,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
The stabbing was the cause of death. The motive was he was a drug dealer who hid narcotics in fake books and he got found out.,True,False,True,True,T,T,T,T,T,['other'],,['other'],T,['oxycodone'],[],[],['morphine'],[]
"PS: while I'm specifically talking about the evil and hypocrisy of incarcerating people for cannabis today, I want to be very clear that prisons are not a place for *anyone* to be, and we need to completely abolish them.",False,False,False,False,F,F,F,F,T,['Marijuana'],,['Cannabis'],F,['methamphetamine'],['methamphetamine'],[],[],[]
U.S. new vehicle sales tumbled about 26% in September as chip shortages and other supply disruptions cut into the selection on dealer lots.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Yeah fat Albert a.k.a. river and Al Sharpton the Coke dealer!!!,True,True,True,True,T,T,T,T,T,['other'],['other'],['Codeine'],T,[],[],[],[],[]
"#Ukraine — no end in sight for what turns out to be a proxy war between Putin & #Biden. Economic woes could crack Biden's coalition. With approval ratings below 40% months before the midterms, can he find the fiscal room & political will to fortify Europe?",False,False,False,False,F,F,F,F,F,,,,F,[],[],[],[],[]
That said Whites have legitimate issues like their sky high male suicide rate only matched by Native American men. Poor White women die younger than poor Black women. Opioids and meth are eating away their communities like the crack epidemic did to Blacks. White issues exist.,True,False,False,False,F,F,F,T,F,"['other', 'Methamphetamine']","['other', 'Methamphetamine']","['Opioids', 'Meth']",T,"['methamphetamine', 'oxycodone']","['methamphetamine', 'oxycodone']",['methamphetamine'],"['methamphetamine', 'hydrocodone']",['methamphetamine']
"#cannabiscommunity #marijuana #cannabis Malawi has best Marijuana in the world …  environment for growing ganja or Marijuana, Indian hemp or Chamba.
        No …
Original Author Link click here to read complete story.. 
 
…  environment for",True,True,True,True,T,T,T,F,T,['Marijuana'],['Marijuana'],['Marijuana'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"Starting TOMORROW  recreational #marijuana users 21 and older can purchase up to an ounce of weed per sale at #NewJersey dispensaries without a medical card. ""A day late and a dime bag short"" if you celebrate #420day #cannabis",False,True,False,False,F,F,F,F,T,['Marijuana'],"['Marijuana', 'other']",['Marijuana'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"100%... narcotics like oxycodone, morphine and others are available with far more dangerous results, then why not marijuana? I've never smoked in my life but I know it can help others",True,False,False,False,F,F,F,F,T,"['Oxycodone', 'other', 'Marijuana', 'Morphine']","['Oxycodone', 'Marijuana', 'Morphine']","['CBD', 'other']",F,"['morphine', 'oxycodone']","['morphine', 'oxycodone']","['morphine', 'oxycodone']","['morphine', 'oxycodone']","['morphine', 'oxycodone']"
"I'm on them beans, alcohol, booku loud, and that codeine",True,True,True,True,T,T,T,T,T,"['other', 'Codeine', 'Marijuana', 'MDMA']","['Codeine', 'other']","['Codeine', 'other']",T,"['codeine', 'delta-9-thc-cooh', 'oxycodone']","['codeine', 'delta-9-thc-cooh', 'oxycodone']",['codeine'],['codeine'],['codeine']
We really gonna keep glorifying mfers that die from an Overdose at 50 years old? Nah! Not me,True,False,True,True,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Keep up the pressure. They are starting to crack,False,False,False,True,F,F,T,F,F,['other'],,['other'],F,[],[],[],[],[]
"#cannabiscommunity #marijuana #cannabis Brilliant Miller Releases Video Podcast Interview with David Henkin – World News Report 
                  School for Good Living Logo
                  Brilliant Miller Headshot
                  David Henkin",False,False,False,False,F,F,F,F,F,['Marijuana'],,['other'],F,[],[],[],[],[]
Wow imagine smoking this much crack and not dying. You're invincible (at least when it comes to smoking crack),True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
Hawaii is one of many states where lawmakers and activists are leading psychedelic reform this year. Other states like Colorado and Maryland review options to introduce cannabis into modern medicine. #medicine #cannabis,False,False,False,False,F,F,F,F,T,['Marijuana'],,['other'],F,['ketamine'],[],[],['ketamine'],[]
Heroin. It almost killed me once - motherfucker won't get me again! 😬,True,True,True,True,T,T,T,T,T,['other'],['other'],['6-Acetylmorphine'],T,[],[],[],[],[]
Thanks Geet I'm fine now kal overdose ho gya tha bs isliye...or kuch cheeze effect kr ri thi mujhe now I'm fine...n thanku jo vi tumne kaha M yd rakhunga n isliye tumse hi suru kr rha hu if achha lage to accept kr lenga friend 🤝,True,True,True,True,T,T,T,T,T,,,['other'],T,[],[],[],[],[]
Hit her with no condom.. Had to make her eat a plan B.. And I'm sippin on that codeine not brandy.,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Drinking hasn't been doing it for me lately maybe I'll start doing heroin,True,True,True,True,T,T,T,T,T,['other'],['other'],['Heroin'],T,[],[],[],[],[]
Still waiting on the Codeine Crazy Future to come back 😩🍇🐐,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"demi lovato has historically loved being preachy about sobriety and this is no different the music video made a spectacle of overdose and addiction and her comment about ""survivor's guilt"" was fucking weird and unnecessary",False,True,True,False,F,F,F,T,F,,,['other'],T,[],[],[],[],[]
We see you have been smoking that laughing lettuce again. Madison Cawthorn said you are a heavy heroin user.,True,True,True,True,T,T,T,T,T,"['Marijuana', 'other']",['other'],"['other', 'LSD']",T,[],[],[],[],[]
"Nothing much, there are just two protest groups outside",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"They actually did it. Those butchers managed to crack the code.

MECH.

Link: Transformers: Prime | S02 E08 | FULL Episode | Animation -Transformers Official",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Pharmacy are constantly battling shortages and it always features on our risk register - only the drugs change. Morphine PF is more expensive but is this it for diamorphine? It's been in and out of supply for most of my career. I understand it's better, but only if you can get it",False,False,False,False,F,F,F,T,T,"['other', 'Morphine']",['Morphine'],"['Diamorphine', 'Morphine']",T,"['fentanyl', 'morphine']","['fentanyl', 'morphine']",['morphine'],['morphine'],['morphine']
"Overdose will officially be picking up  making the roster 

-
- 
-
- 
- 
- (sub)

 is a straight shooter and 1vX specialist def worth the pickup once his PC stop crashing every other round",False,False,False,True,F,F,T,F,T,,,['other'],F,[],[],[],[],[]
"Because every cop's a racist and nobody ever dies from drug overdose. Tom Petty died in his sleep from opioids , very sad.",False,False,True,False,F,F,F,T,T,['other'],['other'],['Codeine'],T,['oxycodone'],[],[],['hydrocodone'],[]
"I was a big grunge guy in the 90s. I mean, I lived in the Pacific Northwest, so is anyone surprised? Anyway, I still love it but Eddie Veder's voice from back then really grates on me in a way it never did. It's like all the mumbling of Michael Stipe on heroin.",True,False,False,False,T,F,F,F,F,['other'],['other'],['other'],F,[],[],[],[],[]
If you are interested in the highest quality CBD products available that have been infused with natural energies please go to,False,False,False,False,T,F,F,F,T,['CBD'],,"['CBD', 'other']",F,['cbd'],['cbd'],['cbd'],['cbd'],['cbd']
"Doesn't the FDA/U$ Govt equate Cannabis with heroin?
I wouldn't believe much coming out of the white wash house!",False,False,True,False,F,F,F,F,T,"['Marijuana', 'other']",,"['other', 'Heroin', 'Cannabis']",F,[],[],[],[],[]
"If playing football was drugs i would hv been taking overdose

😭🙏💔
God knows",False,True,True,False,F,F,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
I catch people's humor so good I laugh at a lot of shit😂,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Raven literally groomed and beats zainy, bought him his phone and goes through all his messages and tells him what to tweet like statements about fake rape allegations. Go do what you do best and shoot up heroin and take another ahegao selfie, egirl.",True,True,True,True,T,T,T,T,T,['other'],['other'],"['other', 'Heroin']",T,['hydromorphone'],[],[],['hydromorphone'],[]
"Yeah it's horrifying to look back on the years right before there was an officially declared ""opioid crisis."" Everybody's stepdad just had morphine and oxys in the bathroom. So many dead kids and so many people fried for life. Insane preventable tragedy that's barely acknowledged",False,False,True,False,F,F,F,T,T,"['Oxycodone', 'other', 'Morphine']","['Oxycodone', 'other', 'Morphine']","['Oxycodone', 'Morphine']",T,"['hydrocodone', 'morphine', 'oxycodone']",['morphine'],['morphine'],"['hydrocodone', 'morphine', 'oxycodone']",['morphine']
yall know something wrong in the universe when im listening to Codeine Crazy on repeat,True,True,True,True,F,T,F,F,T,['Codeine'],['Codeine'],['Codeine'],F,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"I think Chauvin should be fired for not following procedure but be found not guilty for murder, because Mr Floyd died from a drug overdose.",False,False,True,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Gah! I by coldy flu tabs as separate ingredients to avoid paracetamol. No chance of tramadol if straight codeine not available?,True,True,False,True,T,T,F,T,T,"['other', 'Codeine']","['Codeine', 'other']","['Codeine', 'Tramadol', 'Paracetamol']",T,"['codeine', 'lsd']","['codeine', 'lsd']",['codeine'],['codeine'],['codeine']
My high school rival is addicted to heroin so he's lazy and can't get a job where I was more successful. As a meth addict I just can't keep a job. What a fukkin loser right?,True,True,True,True,T,T,T,T,T,"['other', 'Methamphetamine']","['other', 'Methamphetamine']",['other'],T,['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine']
"Can you do a list of the WRs Lamar gonna be throwin to wit that ""wall""",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"PsychedelicNewsBreaks – $DELC.CN $DELCF $6X0.F to Participate at Sequire Cannabis and Psychedelic Conference, Scottsdale Capital Event",False,False,False,False,F,F,F,F,T,['Marijuana'],,['LSD'],F,['ketamine'],[],[],['ketamine'],[]
"My focus:

- Trail: AI-powered sales automation. Trail is able to generate thousands of personalized emails in minutes (saving 99% of the effort involved).

- Coaching: 1:1 help for high-growth entrepreneurs.

- Herb: Growing the largest cannabis community in the world.

LFG",True,True,True,False,F,T,T,F,T,['Marijuana'],['Marijuana'],"['other', 'Herb']",F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"A hot rail bong, now Ive seen it all. Meth rocks.",True,True,True,True,T,T,T,T,T,['Methamphetamine'],"['other', 'Methamphetamine']",['other'],T,['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine']
Snap back at those painful headaches and neck pains with a good pop and crack from our chiropractors here at Crawford Chiropractor. Call us today at (209) 216-5588.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Don't matter, the coroner already said he died from a drug OVERDOSE. The police was NOT a contributing factor. Floyd was dead with or without police being there!",False,True,True,False,T,F,F,T,T,,,['other'],T,[],[],[],[],[]
this is you if you were a hillbilly American,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
Ventura County authorities arrested a man in connection with the drug overdose death of a CLU student last November,True,False,False,True,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
Also he ex boyfriend was a drug dealer. The man who shot at the cops was a legal gun owner. That is why he was never prosecuted,True,False,False,False,T,T,F,T,T,,,['other'],T,[],[],[],[],[]
Anyone near Moreno Valley area and wants a job rolling cannabis products please hit me up! Full time and maybe even overtime. AM and PM shifts!,True,False,True,False,T,T,T,T,T,['Marijuana'],,['CBD'],T,['mdma'],['mdma'],[],[],[]
Same. Sadly that's exactly what I'm doing… I would guess we're in my father-in-law's last 24 hours. The morphine has begun…,False,False,False,False,F,F,T,F,T,['Morphine'],['Morphine'],"['other', 'Morphine']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"But yeah codeine = dizzy too so.... not much help really, sorry",False,True,True,False,T,T,T,T,T,['Codeine'],"['Codeine', 'other']",['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"arrest ppl committing these crimes, instead of blaming the victims.they just smash the window, or wreck the lock.When is the last time you arrested a drug dealer...oh yeah campers legally camping on crown lands are the problem  GR8t deflection Karen",False,False,False,True,T,F,F,T,T,,,['other'],T,[],[],[],[],[]
"$ERBB American Green, Inc.™ (OTC:ERBB) Official Shareholder Count Increases to Over 77,000 - An Increase of Over 50% Since the Company's Last Official Count
#otcmarkets #hemp #cannabis #cbd #investors #cultivation #marijuana",False,False,False,False,F,F,F,F,T,"['CBD', 'Marijuana']","['CBD', 'Marijuana']",['other'],F,"['cbd', 'ketamine', 'delta-9-thc-cooh']","['cbd', 'ketamine', 'delta-9-thc-cooh']",['cbd'],['cbd'],['cbd']
"How am i still awake after many doses of codeine, a Benadryl& 3 bowls",True,True,True,True,T,T,T,T,T,"['Diphenhydramine', 'Codeine', 'Marijuana']","['Diphenhydramine', 'Codeine', 'other']","['Diphenhydramine', 'Codeine', 'other']",T,"['diphenhydramine', 'codeine']",['codeine'],"['diphenhydramine', 'codeine']",['codeine'],['codeine']
How Biden Armed the Taliban and Made it a Major Arms Dealer for Years - American Defense News,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"fun fact wine actually can cause an overdose! and no od'ing in any capacity does not cause asphyxiation, why so keen to defend a murderer?",False,True,True,False,F,F,F,F,T,['other'],,['other'],F,[],[],[],[],[]
Legal Recreational Cannabis Reduces Prescription Drug Demand: Study [Written By Brett Wilkins],False,False,False,False,F,F,F,F,F,['Marijuana'],,"['CBD', 'other']",F,['oxycodone'],[],[],[],[]
