text,label,tweet_num,found_terms,found_index_terms,GPT_found_terms,GPT_found_index_terms,pubchem_found_terms,pubchem_found_index_terms,redmed_found_terms,redmed_found_index_terms,DEA_found_terms,DEA_found_index_terms,count_found_terms
"As a cancer patient, I use marijuana. This time in gummies, chocolate, tinctures and capsules. (All legal here Thankfully.)  America needs to do this in all states. At least on a medicinal basis. Cannabis was always a 
Safe medicine. Its time.
Safe,effective and natural.",T,28541,['capsules'],['pregabalin'],['capsules'],['pregabalin'],[],[],[],[],[],[],1
"Meaning of #adormiderasnegras adormideras black poppies poppiesbelonging to an annual papaveraceae plant, medicinal, with white or pale pink flowers, bright steely leaves, fruit in capsules from which opium, morphine and..",T,28895,"['plant', 'flowers', 'fruit', 'capsules', 'morphine']","['pregabalin', 'methamphetamine', 'morphine', 'delta-9-thc-cooh']","['capsules', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],"['plant', 'flowers', 'fruit', 'morphine']","['methamphetamine', 'morphine', 'delta-9-thc-cooh']",5
"How am i still awake after many doses of codeine, a Benadryl& 3 bowls",T,29120,"[' codeine', 'benadryl']","['diphenhydramine', 'codeine']",[' codeine'],['codeine'],"['codeine', 'benadryl']","['diphenhydramine', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],2
"he was paranoid, had delusions, hallucinations, no appetite, extra weak, etc. but now he is coherent, alert, and hungry/thirsty :-) for whatever reason lorazepam and morphine don't work for him",F,29206,"['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']",2
"He had 11 ng/mL in his system...even discounting the additional 5.6 ng/mL of Norfentanyl, which is MORE than enough to cause an overdose.  Like, over 2 times the amount that would be required.  He was also complaining he couldn't breathe long before they got him on the ground.",T,29335,['norfentanyl'],['norfentanyl'],['norfentanyl'],['norfentanyl'],['norfentanyl'],['norfentanyl'],['norfentanyl'],['norfentanyl'],['norfentanyl'],['norfentanyl'],1
"I'm aware of the opioid epidemic, thanks. This thread is about cyclobenzaprine, a harmless muscle relaxant, unavailable in the NL. Instead, my Dutch doctor offered me three alternatives: valium (a highly addictive benzo), tramadol & morphine (opiates).",T,29419,"['opioid', 'cyclobenzaprine', 'muscle relaxant', 'doctor', 'morphine', 'opiates']","['cyclobenzaprine', 'hydrocodone', 'mdma', 'morphine', 'oxycodone']","['opioid', 'cyclobenzaprine', 'morphine', 'opiates']","['oxycodone', 'hydrocodone', 'morphine', 'cyclobenzaprine']","['cyclobenzaprine', 'morphine']","['morphine', 'cyclobenzaprine']","['cyclobenzaprine', 'morphine']","['morphine', 'cyclobenzaprine']","['cyclobenzaprine', 'doctor', 'morphine']","['morphine', 'mdma', 'cyclobenzaprine']",6
codeine & muscle relaxers make me so loopy. i hate it. i hate being hurt. 😩😩😩😩😩,T,29461,"['codeine', 'muscle relaxers']","['codeine', 'cyclobenzaprine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],2
In America only benadryl doxylamine are? I think promethazine is different because it doesn't inhibit the liver enzymes that make codeine metabolize into morphine,F,29468,"['benadryl', 'promethazine ', ' codeine', 'morphine']","['diphenhydramine', 'codeine', 'morphine']","['promethazine ', ' codeine', 'morphine']","['codeine', 'morphine']","['benadryl', 'codeine', 'morphine']","['diphenhydramine', 'codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']",4
"My heart goes out to you Kathy. Our weather over here (UK) has suddenly gone very cold and, when weather is changeable, my pain levels get rampant. Thank God for morphine. So, do you have the deep droning pain or the high pitched nerve pain? Or both?",T,29546,"['cold', 'morphine', 'nerve pain']","['pregabalin', 'methamphetamine', 'morphine']","['morphine', 'nerve pain']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],"['cold', 'morphine']","['methamphetamine', 'morphine']",3
">intense pain in back, completely unable to move legs
>gets genuinely worse the entire day, no matter what, even on pk
>give up after gabapentin, kratom, norco, & perc all do nothing; go to hospital
>they resust but give me steroids for inflammation, dilaudid, morphine, & ativan",T,29614,"['gabapentin', 'norco', 'perc', 'dilaudid', 'morphine', 'ativan']","['hydromorphone', 'gabapentin', 'lorazepam', 'morphine', 'oxycodone']","['gabapentin', 'norco', 'perc', 'dilaudid', 'morphine', 'ativan']","['hydromorphone', 'gabapentin', 'lorazepam', 'morphine', 'oxycodone']","['gabapentin', 'dilaudid', 'morphine', 'ativan']","['lorazepam', 'hydromorphone', 'morphine', 'gabapentin']","['gabapentin', 'norco', 'dilaudid', 'morphine', 'ativan']","['hydrocodone', 'hydromorphone', 'gabapentin', 'lorazepam', 'morphine']","['gabapentin', 'morphine']","['morphine', 'gabapentin']",6
like the capsules bc the liquid oil gets v tricky n slippery (figuratively n literally lmao) when it comes to servings n safety n health risks! my parents told me so many somalis overdose n exacerbate the conditions they had,T,29700,['capsules'],['pregabalin'],['capsules'],['pregabalin'],[],[],[],[],[],[],1
"And that's a hugely mistaken narrative that DPH and the Drug Policy Alliance runs with constantly. Even if it's a risk, the risk of Fentanyl overdose is just as high if not higher in it's current state.",T,29820,"['dph', 'fentanyl']","['diphenhydramine', 'fentanyl']",['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],2
"Is it fair to acknowledge Fentanyl 11 ng/mL, Norfentanyl 5.6 ng/mL, … Methamphetamine 19 ng/mL … 86 ng/mL of morphine in his system?  All factors considered along with hypertension and heart issue put this at a lethal dose.  Any thoughts on that contributing to not breathing?",T,29921,"['fentanyl', 'norfentanyl', 'methamphetamine ', 'morphine']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'methamphetamine ', 'morphine']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'methamphetamine', 'morphine']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'methamphetamine', 'morphine']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'methamphetamine', 'morphine']","['fentanyl', 'methamphetamine', 'morphine', 'norfentanyl']",4
i had to take two pamprin and a muscle relaxer to get my cramps tolerable. and now they're back. somebody sell me some morphine.,T,30077,"['muscle relaxer', 'morphine']","['morphine', 'cyclobenzaprine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
I think the heroin and Hep B I just paid for would beg to differ good sir.,T,30212,['beg'],['benzoylecgonine'],[],[],['beg'],['benzoylecgonine'],[],[],[],[],1
"#cocaine Eyelid down to about center of eyeball: lack of sleep, tranquilizers (major/minor?), fentanyl (many x s) more of strength than older meds/drugs (like morphine), made for end stage cancer patients, Very of danger. Not to defend. Also, natural htn.",T,30584,"['tranquilizers', 'fentanyl', 'morphine']","['fentanyl', 'morphine', 'xylazine']","['tranquilizers', 'fentanyl', 'morphine']","['phencyclidine', 'fentanyl', 'morphine']","['fentanyl', 'morphine']","['fentanyl', 'morphine']","['fentanyl', 'morphine']","['fentanyl', 'morphine']","['fentanyl', 'morphine']","['fentanyl', 'morphine']",3
Flogging codeine I have 100 capsules spare. £5 for 5 capsules,T,31104,"[' codeine', 'capsules', 'capsules']","['pregabalin', 'codeine']","[' codeine', 'capsules', 'capsules']","['pregabalin', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],3
And Vicodin. She'd share a morphine a couple times a month but that's it. No Vicodin. But to steal 15 Xanax plus monitor me on them? They were my happy pill! Now I take Benadryl. I have nothing else. I was switched to Cymbalta and Vistaril for anxiety. I also was on Seroquel. I,F,31259,"['vicodin', 'morphine', 'vicodin', 'happy pill', 'benadryl', 'cymbalta']","['diphenhydramine', 'hydrocodone', 'mdma', 'pregabalin', 'morphine']","['vicodin', 'morphine', 'vicodin', 'happy pill', 'cymbalta']","['pregabalin', 'ketamine', 'hydrocodone', 'morphine']","['morphine', 'benadryl']","['diphenhydramine', 'morphine']","['vicodin', 'morphine', 'vicodin']","['hydrocodone', 'morphine']","['morphine', 'happy pill']","['morphine', 'mdma']",6
"Never did that! Didn't seem very fun at all. Opiates were my real drug of choice so I avoided heroin like the plague because I knew I'd love it. Pharmaceuticals all the way. Opiates, benzos, gabapentinoids, all of the above, I loved them all.",T,31469,"['opiates', 'opiates', 'gabapentinoids']","['pregabalin', 'oxycodone']","['opiates', 'opiates', 'gabapentinoids']","['pregabalin', 'oxycodone']",[],[],[],[],[],[],3
Nobody Should Be Wearing Them Codeine Outfits Anymore. STOP . I Beg Of You 😓 .,F,31827,"[' codeine', 'beg']","['benzoylecgonine', 'codeine']",[' codeine'],['codeine'],"['codeine', 'beg']","['benzoylecgonine', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],2
I hate to tell you this but that mg of morphine & ativan isnt lethal. Its a minimal dose. If the person went to sleep & passed on its because it was their time,T,31889,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
When I say my body so immune to Benadryl ibproufean and them codeine pills 😩 I just gotta sit through all my pains,T,31890,"['benadryl', ' codeine', 'pills']","['diphenhydramine', 'codeine', 'hydrocodone']",[' codeine'],['codeine'],"['benadryl', 'codeine']","['diphenhydramine', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],3
"Pebble Oils – Check out our most concentrated formula, the 6000 Oil.

🌱 The formula used in our research
🌱   60 servings per 2 oz bottle
🌱   Ideal for those who don't want to swallow capsules

#terpenes #cannabinoids #cancerresearch #featured #womenshealth #cannabis",T,32062,"['capsules', 'terpenes']","['pregabalin', 'delta-9-thc-cooh']",['capsules'],['pregabalin'],[],[],[],[],['terpenes'],['delta-9-thc-cooh'],2
"A medical doctor gave a 8 year old Morphine, Rolac, Gabapentin and Fentanyl when the child creatinine was at 334 at  causing AKI and death. Pass this information to your members. Duty of Candour",F,32245,"['doctor', 'morphine', 'gabapentin', 'fentanyl']","['fentanyl', 'gabapentin', 'morphine', 'mdma']","['morphine', 'gabapentin', 'fentanyl']","['fentanyl', 'morphine', 'gabapentin']","['morphine', 'gabapentin', 'fentanyl']","['fentanyl', 'morphine', 'gabapentin']","['morphine', 'gabapentin', 'fentanyl']","['fentanyl', 'morphine', 'gabapentin']","['doctor', 'morphine', 'gabapentin', 'fentanyl']","['fentanyl', 'gabapentin', 'morphine', 'mdma']",4
"Coming up next on CCTV's public channel (Comcast8/Verizon43)
4/11/2021 4:32:15 AM:     PSA-Mass DPH Steps to Stop an Overdose",T,32419,['dph'],['diphenhydramine'],[],[],[],[],[],[],[],[],1
"⁦⁩ U mean Biden didn't form to crack down on FB, Tic Tok…?

Ohhh they're narrative messengers ?
⁦⁩

Musk breaks silence on Biden disinformation board formation after Twitter buyout: 'Discomforting'",F,32603,"['tic', 'musk', 'silence']","['phencyclidine', 'lorazepam', 'psilocybin']",[],[],"['tic', 'silence']","['phencyclidine', 'lorazepam']",[],[],['musk'],['psilocybin'],3
Really...They gave my son an overdose of morphine and gabapentin....Could not give naloxone for a whooping 20 hours to reverse toxicity....,T,32870,"['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",2
my fibromyalgia has flared up a bastard despite the fact i have 30mg of morphine in my system and i'm a wee crabby mess,T,33178,"['fibromyalgia', 'morphine']","['pregabalin', 'morphine']","['fibromyalgia', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"Dr Greenspan's colleague Russell Plewinski of Pain Care Centers in Somersworth NH got rid of me by claiming I had opioid induced gastroparesis. He refused 2 order tests & dropped me from 200mcg Fentanyl, 12 30mg Oxycodone, 4/day Lorazepam, 6/wk Actiq 1600mcg to ZERO in a month!",T,33239,"['opioid', 'fentanyl', 'oxycodone', 'lorazepam', 'actiq']","['fentanyl', 'lorazepam', 'hydrocodone', 'oxycodone']","['opioid', 'fentanyl', 'oxycodone', 'lorazepam', 'actiq']","['fentanyl', 'lorazepam', 'hydrocodone', 'oxycodone']","['fentanyl', 'oxycodone', 'lorazepam']","['fentanyl', 'lorazepam', 'oxycodone']","['fentanyl', 'oxycodone', 'lorazepam', 'actiq']","['fentanyl', 'lorazepam', 'oxycodone']","['fentanyl', 'oxycodone', 'lorazepam']","['fentanyl', 'lorazepam', 'oxycodone']",5
"The dose of morphine and benzodiazepines in the circumstances of end-of-life treatment should not be fixed to a certain dose or maximum dose. The dose should be ENOUGH. That means not too high and certainly not too low. That is the art of medicine, not rocket science.",T,33271,"['morphine', 'benzodiazepines']","['morphine', 'temazepam']","['morphine', 'benzodiazepines']","['morphine', 'temazepam']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"😶‍🌫️🔥TODAY'S THE DAY🌳😶‍🌫️
at ✨2pm EDT✨ I'll be starting my 420 Stream-A-Thon to help me raise money for my medication!

Kickin things off with Marbles and an AMA!! 
Come ask me questions about TTRPGs, cannabis culture, and anything else about me!!!

🌺💚See y'all there!!!💚🌺",T,33293,"['2pm', '420']","['diphenhydramine', 'delta-9-thc-cooh']",[],[],['2pm'],['diphenhydramine'],[],[],['420'],['delta-9-thc-cooh'],2
"""But I have a boyfriend."" replied Tae. His voice was revealing nothing. No shock, no surprise, no wistfulness, no annoyance, no pity, no emotion. 

""I... know."" replied Kook. His voice, on the contrary, being ready to crack.

""We don't need to stop hanging out.""

#taekookau",F,33298,['emotion'],['lorazepam'],[],[],['emotion'],['lorazepam'],[],[],[],[],1
I absolutely do know the difference. Coming from the medical field I am totally aware there are bad actors in every walk of life. I also know that 7.5mg or morphine &.5mg of ativan isnt going to kill anyone. Morphine is extremely short acting.,T,33648,"['morphine', 'ativan', 'morphine', 'extremely short acting']","['lorazepam', 'morphine', 'temazepam']","['morphine', 'ativan', 'morphine']","['lorazepam', 'morphine']","['morphine', 'ativan', 'morphine']","['lorazepam', 'morphine']","['morphine', 'ativan', 'morphine']","['lorazepam', 'morphine']","['morphine', 'morphine']",['morphine'],4
DAMN they then hit 'DMX' wit that fatal lethal 'vaccine' injection 💉 they just had to silence him. i just knew it wasn't an drug overdose!!!,T,33716,"['injection', 'silence']","['fentanyl', 'lorazepam']",['injection'],['fentanyl'],['silence'],['lorazepam'],[],[],[],[],2
"You are incorrect. ""Suboxone can cause life threatening breathing problems, an overdose, and even death can happen if you take benzodiazepines ,sedatives , tranquilizers, antidepressants,or alcohol while taking Suboxone film."" Source INDIVIDOR maker of Suboxone.",T,33740,"['suboxone', 'benzodiazepines', 'tranquilizers', ' suboxone', ' suboxone']","['fentanyl', 'buprenorphine', 'xylazine', 'temazepam']","['suboxone', 'benzodiazepines', 'tranquilizers', ' suboxone', ' suboxone']","['fentanyl', 'buprenorphine', 'phencyclidine', 'temazepam']",[],[],"['suboxone', 'suboxone', 'suboxone']",['buprenorphine'],[],[],5
